,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Despacito - Remix","Luis Fonsi",1603532,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
2,"XO TOUR Llif3","Lil Uzi Vert",1425468,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
3,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",1360966,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
4,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",1351254,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
5,HUMBLE.,"Kendrick Lamar",1275449,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
6,Unforgettable,"French Montana",1121322,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
7,Congratulations,"Post Malone",1038488,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
8,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",967449,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
9,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",894628,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
10,Redbone,"Childish Gambino",861802,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
11,Signs,Drake,854914,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y
12,Location,Khalid,813688,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
13,"Mask Off",Future,810875,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
14,"Rollin (feat. Future & Khalid)","Calvin Harris",807095,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau
15,DNA.,"Kendrick Lamar",797557,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
16,Believer,"Imagine Dragons",752944,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
17,Magnolia,"Playboi Carti",729430,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
18,"Body Like A Back Road","Sam Hunt",721391,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
19,"2U (feat. Justin Bieber)","David Guetta",691061,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
20,"That's What I Like","Bruno Mars",690255,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
21,1-800-273-8255,Logic,690108,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
22,"Stay (with Alessia Cara)",Zedd,663558,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
23,goosebumps,"Travis Scott",656122,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
24,"BUTTERFLY EFFECT","Travis Scott",652770,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
25,"Strip That Down","Liam Payne",630839,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
26,"Slippery (feat. Gucci Mane)",Migos,624300,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
27,Thunder,"Imagine Dragons",611362,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
28,Attention,"Charlie Puth",604101,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
29,"LOVE. FEAT. ZACARI.","Kendrick Lamar",601166,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
30,"Shape of You","Ed Sheeran",592059,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
31,"Now Or Never",Halsey,590378,https://open.spotify.com/track/0Nhu3zSYbEz32IYiobV75e
32,Passionfruit,Drake,584637,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
33,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",575702,https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH
34,"4 AM","2 Chainz",554328,https://open.spotify.com/track/1nX9KhK3Fff27SnrIor2Yb
35,"Bad Liar","Selena Gomez",548719,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
36,"iSpy (feat. Lil Yachty)",KYLE,547274,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
37,"Slow Hands","Niall Horan",520622,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
38,"There's Nothing Holdin' Me Back","Shawn Mendes",512646,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
39,"No Complaints","Metro Boomin",503696,https://open.spotify.com/track/6kig1UFggPUyZBCvXD3Wod
40,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",458091,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
41,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",444169,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
42,"It's A Vibe","2 Chainz",442273,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
43,"Tunnel Vision","Kodak Black",437383,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
44,"There for You","Martin Garrix",435255,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
