,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Unforgettable,"French Montana",1177620,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
2,"XO TOUR Llif3","Lil Uzi Vert",1145455,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
3,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",1136448,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
4,"Despacito - Remix","Luis Fonsi",1100499,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
5,"Bank Account","21 Savage",1015077,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
6,HUMBLE.,"Kendrick Lamar",947467,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
7,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",939094,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
8,Congratulations,"Post Malone",867014,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
9,"Mi Gente","J Balvin",836699,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
10,"BUTTERFLY EFFECT","Travis Scott",779574,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
11,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",760397,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
12,"Sorry Not Sorry","Demi Lovato",758720,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
13,"Strip That Down","Liam Payne",739316,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
14,Location,Khalid,718257,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
15,Redbone,"Childish Gambino",702842,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
16,Believer,"Imagine Dragons",659141,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
17,Attention,"Charlie Puth",656192,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
18,"Body Like A Back Road","Sam Hunt",655389,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
19,"Fetish (feat. Gucci Mane)","Selena Gomez",635919,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
20,"2U (feat. Justin Bieber)","David Guetta",622093,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
21,1-800-273-8255,Logic,619605,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
22,DNA.,"Kendrick Lamar",608331,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
23,"Slippery (feat. Gucci Mane)",Migos,590585,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
24,"Young Dumb & Broke",Khalid,582917,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
25,"Slow Hands","Niall Horan",579315,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
26,goosebumps,"Travis Scott",576695,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
27,Signs,Drake,571770,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
28,"Love Galore (feat. Travis Scott)",SZA,567384,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
29,Thunder,"Imagine Dragons",559071,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
30,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",555169,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
31,Magnolia,"Playboi Carti",550390,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
32,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",548554,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
33,"Mask Off",Future,540253,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
