,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
19,"Jackie Chan",Tiësto,671937,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
20,"I'm Upset",Drake,669894,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
21,"Jocelyn Flores",XXXTENTACION,663785,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
22,"Don’t Matter To Me (with Michael Jackson)",Drake,647049,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
23,"All Girls Are The Same","Juice WRLD",641845,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
24,Body,"Loud Luxury",628017,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
25,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",621861,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
26,changes,XXXTENTACION,609095,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
27,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,600696,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
28,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",585183,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
29,"Look Alive (feat. Drake)","BlocBoy JB",572373,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
30,"Mob Ties",Drake,567178,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
31,"rockstar (feat. 21 Savage)","Post Malone",563529,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
32,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,530899,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
33,Rise,"Jonas Blue",525616,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
34,"Ocean (feat. Khalid)","Martin Garrix",519356,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
35,"you should see me in a crown","Billie Eilish",518932,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
36,SWISH,Tyga,511157,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
37,"Ball For Me (feat. Nicki Minaj)","Post Malone",506334,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
38,"Boo'd Up","Ella Mai",496024,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
39,"Happy Now",Zedd,490314,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
40,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",486374,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
41,"lovely (with Khalid)","Billie Eilish",479652,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
42,"I Fall Apart","Post Malone",473349,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
43,"One Day (feat. Ryan Tedder)",Logic,469251,https://open.spotify.com/track/6e2PtJYcltVk76nLwxBzRn
44,"Te Boté - Remix","Nio Garcia",467260,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
45,"Solo (feat. Demi Lovato)","Clean Bandit",459545,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
46,"High Hopes","Panic! At The Disco",459503,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
47,"no tears left to cry","Ariana Grande",450346,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
48,"Everybody Dies In Their Nightmares",XXXTENTACION,447786,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
49,"Summertime Magic","Childish Gambino",438127,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
50,"Plug Walk","Rich The Kid",436960,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
51,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",419518,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
52,"All Mine","Kanye West",404755,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
53,JAPAN,"Famous Dex",398842,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
54,"Love Lies (with Normani)",Khalid,396155,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
55,"Ric Flair Drip (& Metro Boomin)",Offset,393159,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
56,"Born To Be Yours",Kygo,389213,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
57,OTW,Khalid,382237,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
58,"One Kiss (with Dua Lipa)","Calvin Harris",377604,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
59,"XO Tour Llif3","Lil Uzi Vert",373751,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
60,Natural,"Imagine Dragons",370656,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
61,Mine,Bazzi,366669,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
62,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,366596,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
63,"Bed (feat. Ariana Grande)","Nicki Minaj",356892,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
64,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",356502,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
65,Tequila,"Dan + Shay",353281,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
66,"Candy Paint","Post Malone",353281,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
67,"This Is America","Childish Gambino",350919,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
68,"Look At Me!",XXXTENTACION,349978,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
69,Hope,XXXTENTACION,348119,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
70,"Walk It Talk It",Migos,344008,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
71,"The Middle",Zedd,341228,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
72,Simple,"Florida Georgia Line",340826,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
73,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",338688,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
74,APESHIT,"The Carters",338467,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
75,"In My Mind",Dynoro,336206,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
76,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",330375,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
77,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",324295,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
78,"I Might Need Security","Chance the Rapper",321446,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh
79,Lust,"Lil Skies",316577,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
80,Lie,NF,315891,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc
81,Legends,"Juice WRLD",311824,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
82,"I'm a Mess","Bebe Rexha",311587,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
83,goosebumps,"Travis Scott",310235,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
84,"Red Roses (feat. Landon Cube)","Lil Skies",309856,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
85,"Champion (feat. Travis Scott)",NAV,306015,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
86,Congratulations,"Post Malone",305699,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
87,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",301350,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
88,HUMBLE.,"Kendrick Lamar",300358,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
89,"Lean Wit Me","Juice WRLD",298581,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
90,"Life Goes On","Lil Baby",297143,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
91,"Nowadays (feat. Landon Cube)","Lil Skies",295886,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
92,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",291465,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
93,Stay,"Post Malone",290271,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
94,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",289905,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
95,"Call Out My Name","The Weeknd",289090,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
96,"Playinwitme (feat. Kehlani)",KYLE,288397,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
97,Sober,"Demi Lovato",282945,https://open.spotify.com/track/0STK94RxUulYqWzwFlyAb5
98,"Roll in Peace (feat. XXXTENTACION)","Kodak Black",281472,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
99,"Can’t Take A Joke",Drake,280758,https://open.spotify.com/track/1dUHF4RyMmMTveJ0Rby6Xm
100,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",278600,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
101,"Sin Pijama","Becky G",278168,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
102,Thunder,"Imagine Dragons",277814,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
103,"X (feat. Maluma & Ozuna) - Remix","Nicky Jam",277396,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
104,Connection,OneRepublic,275862,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
105,Paranoid,"Post Malone",274977,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
106,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",274766,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
107,Emotionless,Drake,270954,https://open.spotify.com/track/5Psnhdkyanjpgc2P8A5TSM
108,Nevermind,"Dennis Lloyd",270947,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
109,"Freaky Friday (feat. Chris Brown)","Lil Dicky",270049,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
110,"Rich & Sad","Post Malone",268849,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
111,"All The Stars (with SZA)","Kendrick Lamar",267844,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
112,"Havana (feat. Young Thug)","Camila Cabello",267510,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
113,FRIENDS,Marshmello,266970,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
114,TATI,6ix9ine,266183,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
115,"Young Dumb & Broke",Khalid,266079,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
116,"Bank Account","21 Savage",263583,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
117,"You Make It Easy","Jason Aldean",263243,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
118,Location,Khalid,262031,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
119,Elevate,Drake,258915,https://open.spotify.com/track/3szf2z1Cy1QMrtHrbn8rz9
120,"Stir Fry",Migos,257080,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
121,Believer,"Imagine Dragons",257041,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
122,NUMB,XXXTENTACION,255635,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
123,2002,Anne-Marie,255578,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
124,"Leave Me","Rich The Kid",254732,https://open.spotify.com/track/3yAVrwXhueRFZMUjxkh2ia
125,Narcos,Migos,253899,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
126,"BUTTERFLY EFFECT","Travis Scott",251991,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
127,Heaven,"Kane Brown",251056,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
128,"Bounce Out With That","YBN Nahmir",250951,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
129,Betrayed,"Lil Xan",245574,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
130,"Spoil My Night (feat. Swae Lee)","Post Malone",244797,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
131,"Creeping (feat. Rich the Kid)","Lil Skies",244096,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
132,"Bodak Yellow","Cardi B",240679,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
133,"I Like Me Better",Lauv,240148,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
134,Yikes,"Kanye West",239709,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
135,"Plain Jane","A$AP Ferg",239251,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
136,"Better Not (feat. Wafia)","Louis The Child",238234,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
137,idontwannabeyouanymore,"Billie Eilish",238072,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
138,1-800-273-8255,Logic,237857,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
139,"Be Alright","Dean Lewis",237681,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
140,"Hot Summer","DJ Durel",235625,https://open.spotify.com/track/3fEpuoSr8ufvyRR7s2jB3U
141,"I Know You (feat. Yung Pinch)","Lil Skies",235471,https://open.spotify.com/track/5Cg98kiDYtCEHmjcKD0CJD
142,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,233795,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
143,KOD,"J. Cole",232237,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
144,Clandestino,Shakira,231440,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
145,Mercy,"Brett Young",230420,https://open.spotify.com/track/2VIPU72L6tIR4w8J8ap6Kp
146,"92 Explorer","Post Malone",229971,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
147,"Shape of You","Ed Sheeran",228770,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
148,"Let You Down",NF,228740,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
149,"Beautiful Crazy","Luke Combs",228562,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
150,"ocean eyes","Billie Eilish",227265,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
151,"Blue Tint",Drake,227030,https://open.spotify.com/track/4n1bdaKwynQndm47x5HqWX
152,Everyday,Logic,226124,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
153,Africa,TOTO,225522,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
154,"LOVE. FEAT. ZACARI.","Kendrick Lamar",225057,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
155,"Mo Bamba","Sheck Wes",224449,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn
156,"CLOUT COBAIN | CLOUT CO13A1N","Denzel Curry",224434,https://open.spotify.com/track/2LNMhZ3YijTO7USmqjgJfG
157,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",223779,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
158,Delicate,"Taylor Swift",223773,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
159,"No Limit",G-Eazy,221891,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
160,"Sorry Not Sorry","Demi Lovato",219797,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0
161,"Be Careful","Cardi B",219790,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
162,"No Es Justo","J Balvin",218940,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
163,"I Don't Wanna Do This Anymore",XXXTENTACION,217510,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
164,Silence,Marshmello,216522,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
165,Esskeetit,"Lil Pump",214510,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
166,"New Rules","Dua Lipa",214323,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
167,IDGAF,"Dua Lipa",213708,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
168,"In My Blood","Shawn Mendes",212812,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
169,Unforgettable,"French Montana",212802,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
170,Perfect,"Ed Sheeran",211562,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
171,"Side Effects (feat. Emily Warren)","The Chainsmokers",209132,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
172,"Black & White","Juice WRLD",208236,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
173,Reborn,"KIDS SEE GHOSTS",207688,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
174,Closer,"The Chainsmokers",205782,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
175,MotorSport,Migos,205680,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
176,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",205262,https://open.spotify.com/track/2EgB4n6XyBsuNUbuarr4eG
177,"Nephew (feat. Lil Pump)",Smokepurpp,205040,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
178,"Kung Fu",Cordae,204346,https://open.spotify.com/track/3i01Zk9c0FQ5HA1WJjflXI
179,"Body Like A Back Road","Sam Hunt",204172,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
180,"Carry On",XXXTENTACION,203646,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
181,"Never Be the Same","Camila Cabello",203391,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
182,Revenge,XXXTENTACION,202817,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
183,"Whatever It Takes","Imagine Dragons",202112,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb
184,"Rubbin off the Paint","YBN Nahmir",201812,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
185,Switch,6LACK,201661,https://open.spotify.com/track/6g1lGlApRBJD8pPNmMgQ9Z
186,BILLY,6ix9ine,200882,https://open.spotify.com/track/5KhFaq45chTw8RGfWo8T8J
187,"Lost It (feat. Quavo & Offset)","Rich The Kid",200432,https://open.spotify.com/track/68449VKGwYShObwI2UFdFt
188,"Over Now","Post Malone",200362,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
189,"No Role Modelz","J. Cole",199750,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
190,Redbone,"Childish Gambino",197978,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
191,"Best Part (feat. Daniel Caesar)",H.E.R.,197362,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
192,"Bartier Cardi (feat. 21 Savage)","Cardi B",196252,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
193,"1942 (feat. Yo Gotti & YBN Nahmir)",G-Eazy,194995,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
194,"Outside Today","YoungBoy Never Broke Again",194906,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
195,"I Get the Bag (feat. Migos)","Gucci Mane",193030,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
196,GUMMO,6ix9ine,191813,https://open.spotify.com/track/4HbiCvH1R7mVOJ7KY7JQBD
197,"White Iverson","Post Malone",191708,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
198,"'Till I Collapse",Eminem,191370,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
199,"Summer Games",Drake,190817,https://open.spotify.com/track/4HG1YiGBseVKzjyKcmAJen
200,GOTTI,6ix9ine,190170,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
